Symptom	Symptom orig	Actinomyocosis	Adenovirus Infection	Aeromonas & Marino Vibrio Infection	African Tick Bite Fever	AIDS	Alkhurma Hemorrhagic Fever	Amoeba-free living	Amoebic abscess	Amoebic colitis	Anaplasmosis	Angiostrongyliasis	Animal Bite-associated infection	Anisakiasis	Anthrax	Argentine Hemorrhagic Fever	Ascariasis	Aspergillosis	Astrakhan Fever	Babesiosis	Bacillary Angiomatosis	Bacillus Cereus Food Poisoning	Bacterial Vaginosis	Balantidiasis	Barmah Forest disease	Bartontellosis -cat borne	Bartonellosis-other systemic	Bartonellosis-South American	Bas-Congo Virus	Baylisascariasis	Bartiella and Intermicapsifer	Blastocystis hominis infection	blastomycosis	Bolivian Hemorrhagic Fever	Botulism	Brain Abscess	Brainerd diarrhea	Brazilian hemorrhagic fever	Brazilian purpuric Fever	Brucellosis	Bunyaviridae infections-misc	California encephailtis Group	Campylobacteriosis	Candidiasis	Capillariasis-extraintestinal	Capillariasis-intestinal	Cercarial dermatitis	Chancroid	Chandipura and Vesicular stomatitis viruses	Chikungunya	Chlamydia infections	Chlamydophila pneumoniae infection	Cholescystitis & cholangitis	Cholera	Chromomycosis	Chronic Meningococcemia	Clonochiasis	Clostridial food poisoning	Clostridial myonecrosis	Clostridium difficile colitis	Coccidioidomycosis	Coenurosis	Colorado Tick Fever	Coltiviruses-Old World	Common Cold	Conjunctivitis-inclusion	Conjunctivitis-viral	Crimean Congo Hemorrhagic Fever	Cryptococcosis	Cryptosporidiosis	Cutaneous larva migrans	Cyclosporiasis	Cysticercosis	Cytomegalovirus Infection	Dengue	Dermatophytosis	Dicrocoeliasis	Dientamoeba fragillis infection	Dioctophyme renalis infection	Diphtheria	Diphylloborthriasis	Dipylidiasis	Dirofilariasis	Dracunculiasis	Eastern Equine Encephalitis	Ebola	Echinococcosis-American polycystic	Echinococcosis-multilocular	Echinococcosis-unilocular	Echinostomiasis	Ehrlichiosis-human monocytic	Endemic syphilis (bejel)	Endocarditis -infectious	Entamoeba Polecki infection	Enteritis necroticans	Enterobiasis	Enterovirus Infection	Entomophthoramycosis	Epidural abscess	Erysipelas or Cellulitis	Erysipeloid	Erythrasma	Escherichia coli diarrhea	Fascioliasis	Fasciolopsiasis	Filariasis-Bancroftian	Filariasis-Brugia malayi	Filariasis= Brugia Timori	Flinders Island Spotted Fever	Fungal Infection-invasive	Gastrodiscoidiasis	Gastroenteritis-viral	Gianotti-Crosti Syndrome	Giardiasis	Glanders	Gnathostomiasis	Gongylonemiasis	Gonococcal Infection	Granuloma inguinale	Group C viral fevers	Hantavirus Infection-Old world	Hantavirus pulmonary syndrome	Hendra Virus Disease	Hepatitis A	Hepatitis B	Hepatitis C	Hepatitis D	Hepatitis E	Hepatitis G	Herpes B Infection	Herpes Simplex Encephalitis	Herpes Simplex Infection	Herpes Zoster	Heterophyid Infections	Histoplasmosis	Histoplasmosis-African	HIV-initial illness	Hookworm	Human Herpesvirus 6 infection	Hymenolepis diminuta infection	hymenolepis nana infection	Ilheus and Bussuquara	Infection of wound, puncture, IV line, etc	Infectious mononucleosis or EBV infection	Influenza	Intestinal spirochetosis	Intra-abdominal abscess	Intracranial venous thrombosis	Isosporiasis	Israeli spotted Fever	Japanese Encephalitis	Japanese Spotted Fever	Karelian Fever	Kawasaki Disease	Kikuchi's disease & Kimura Disease	Kingella Infection	Kyasanur Forest Disease	Lagochilascariasis	Laryngotracheobronchitis	Lassa Fever	Legionellosis	Leishmaniasis -cutaneous	Leishmaniasis-mucocutaneous	Leishmaniasis-visceral	Leprosy	Leptospirosis	Listeriosis	Liver abscess-bacterial	Lobomycosis	Loiasis	Louping Ill	Lyme Disease	Lymphocytic choriomeningitis	Lymphogranuloma Venereum	Malaria	Malignant Otitis Externa	Mammomonogamiasis	Mansonelliasis-M. ozzardi	Mansonelliasis-M. Perstans	Marsonelliasis-M. Steptocera	Marburg Virus Disease	Mayaro	Measles	Meliodosis	Meningitis -aseptic (viral)	Meningitis-bacterial	MERS Coronavirus infection	Metagonimiasis	Metorchiasis	Microsporidiosis	Moniliformis and Macracanthorhynchus	Monkeypox	Mumps	Murray Valley Encephalitis	Myalgic encephalitis	Mycetoma	Mycobacteriosis-M. marinum	Mycobacteriosis-M. scrofulaceum	Mycobacteriosis-ulcerans	Mycobacteriosis-miscellaneous nontuberculous	Mycoplasma (miscellaneous) infections	Mycroplasma pneumoniae infection	Myiasis	Nanophyetiasis	Necrotizing skin/soft tissue infection	Neutropenic Typlitis	New World Phleboviruses	Nipah and Nipah-like Virus Disease	Nocardiosis	North Asian Tick Typhus	O'nyong nyong	Ockelbo Disease	Oseophagostomiasis	Old World Phleboviruses	Omsk Hemorrhagic Fever	Onchoceriasis	Opisthorchiasis	Orbital and Eye Infections	Orf	Ornithosis	Oropouche	Osteomyelitis	Otitis Media	Paracoccidioidomycosis	Paragonimiasis	Parainfluenza Virus Infection	Parvovirus B19 Infection	Pediculosis	Penicilliosis	Pentastomiasis-Armillifer	Pentastomiasis-Linguatula	Pericarditis-Bacterial	Perinephric Abcess	Perirectal Abscess	Peritonitis-Bacterial	Pertussis	Pharyngeal & Cervical Space Infection	Pharyngitis-Bacterial	Pinta	Pityriasis Rosea	Plague	Plesiomonas Infection	Pleurodynia	Pneumoncystis Pneumonia	Pneumonia-Bacterial	Pogosta Disease	Poliomyelitis	Powassan	Protothecosis & Chlorellosis	Pseudocowpox	Pyodermas (impetigo, abscess, etc)	Pyomyositis	Pythiosis	Q-Fever	Queensland Tick Typhus	Rabies	Rat Bite Fever-Spirillary	Rat Bite Fever-Streptobacillary	Relapsing Fever	Respiratory Syncytial virus Infection	Respiratory Viruses -Miscellaneous	Reye's Syndrome	Rheumatic Fever	Rhinoscleroma and Ozena	Rhinospiridosis	Rhodococcus Equi Infection	Rickettsia Felis Infection	Rickettsia Sibirica Mongolotimonae Infection	Rickettsialpox	Rift Valley Fever	Rocio	Rocky Mountain Spotted Fever	Ross River Disease	Rotavirus Infection	Rubella 	Salmonellosis	Sarcocytosis	SARS	Scabies	Scarlet Fever	Schistosomiasis-haematoblum	Schistosomiasis-intercalctum	Schistosomiasis-japonicum	Schistosomiasis-Mansoni	Schistosomiasis-Mattheei	Schistosomiasis-mekongi	Sennetsu neorickettsiosis	Septic arthritis	Septicemia-bacterial	Shingellosis	Sindbis	Sinusitis	Smallpox	Sparganosis	Spondweni	Sporotrichosis	Spotted Fevers-Old World	St Louis Encephalitis	Staphylococcal Food Poisoning	Staphylococcal Scalded Skin infection	Streptococcus Suis Infection	Strongyloidiasis	Subdural Empyema	Suppurative Parotitis	Syphillis	Taeniasis	Tenapox Virus Disease	Tetanus	Thelaziasis	Thogoto	Tick-borne Encephalitis	Tick-Borne Encephalitis: Russian Spring-Summer	Toxic Shock Syndrome	Toxocariasis	Toxoplasmosis	Trachoma	Trichinosis	Trichomoniasis	Trichostrongyliasis	Trichuriasis	Tropical Phagedenic Ulcer	Tropical Pulmonary Eosinophilia	Tropical Sprue	Trypanosomiasis-African	Trypanosomiasis-American	Tuberculosis	Tularemia	Tungiasis	Typhoid and Enteric Fever	Typhus-endemic	Typhus-Epidemic	Typhus-Scrub	Urinary Tract Infection	Vaccinia and Cowpox	Varicella	Venezuelan Equine Encephalitis	Venezuelan Hemorrhagic Fever	Vibrio Parahaemolyticus Infection	Viliuisk Encephalomyelitis	Wesselsbron	West Nile Fever	Western Equine Encephalitis	Whipple's Disease	Whitewater Arroyo Virus Infection	Yaws	Yellow Fever	Yersiniosis	Zika	Zygomycosis
Abdominal Distension	AbdominalDistension	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abdominal Obstruction	AbdominalObstruction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abscess	Abscess	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Absent Bowel Sounds	AbsentBowelSounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenopathy	Adenopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agitation	Agitation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allergic Reaction	AllergicReaction	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anemia	Anemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anorexia	Anorexia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apathy	Apathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
